ID,USER_ID,EXTERNAL_USER_ID,DEVICE_ID,APP_GROUP_ID,APP_GROUP_API_ID,TIME,DISPATCH_ID,SEND_ID,CAMPAIGN_ID,CAMPAIGN_API_ID,MESSAGE_VARIATION_API_ID,CANVAS_ID,CANVAS_API_ID,CANVAS_VARIATION_API_ID,CANVAS_STEP_API_ID,CANVAS_STEP_MESSAGE_VARIATION_API_ID,GENDER,COUNTRY,TIMEZONE,LANGUAGE,EMAIL_ADDRESS,URL,USER_AGENT,IP_POOL,LINK_ID,LINK_ALIAS,ESP,FROM_DOMAIN,IS_AMP,SF_CREATED_AT
bd5jwjjDUa5EOM,2gvObCcyB0DfgwS,d4DjPOobPkd,ekYy1QP2k0CKvZ,JyWFOSKn8bq,WphbycPLZXGL7k,2023-08-19 23:27:18.000 -0700,IZmdPElyFmRTt5,R4bcRUy34GeRSj,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,RudaJ86V6iRqxg,,uBS9HV0fNTJ5LU,M,US,America/Denver,en,ibqIIKWb@appboy-co.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,TfwBLSP,n1ETHYpsEH1yz6,rYyCyTe,QFxXTpw,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
v4glN0BiyfPFR0,2hPd5tdStexZIHF,pU9yVCdFSxy,M2SvVfr8vd5HAN,JyWFOSKn8bq,muXObh3cjdRUK1,2025-02-09 15:20:04.000 -0800,GgGQTdESfdto2n,BuBvouHuU4gywb,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,2ZCouDCJab1rHC,,C1n7HCAB0fIZn1,,US,America/Denver,en,dF0TJuZm@example.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,CCmIzYd,E6hyVJ45j8SSAG,ApAbArL,Q9ds1vX,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:08.044 -0800
yKXptepCebQOVm,2gzTLTOxY4Zyfbo,yB5F9McZRYM,CIC0FbRikc6yBA,JyWFOSKn8bq,alSZHTwOdNliMv,2024-11-30 15:34:23.000 -0800,mBuv0sIuzSrkSf,D1CylqX3vs5j1v,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,dAo4nHBTZEB55o,,yc8B7TokRf0qVa,M,US,Indian/Chagos,en,6nFK2t72@appboy.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,TgGcdaA,fXxfywBNCEaYi7,L8G3RMu,Zaw6K68,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:53.588 -0800
7Oaj6kmmcHaIT7,2iK5Q1gw5cSkR3x,MOK1ONKSl4r,6ovnQhf6arEQ40,OkIYT1HbF7u,f1SH8rxBn0T2Ro,2025-05-01 15:23:50.000 -0700,OyEP0eWP6cjQTE,J8q4FCP3dFWx81,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,V5EDit87OONpuC,,E1wXpIMqJvLIIJ,,US,America/Denver,en,YkwSy6aZ@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,pk7f1ZJ,XYim8p22hnzLFs,1jYrAmc,Ew4abTR,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:10.942 -0800
GOd1wZjpUSCUk2,2jk2hgOcZKwTLBl,aZPmVmuo2X6,2Bl04YxSI5NyRi,OkIYT1HbF7u,pOd0qqRnI2D3ZM,2025-04-10 07:48:41.000 -0700,tpK2oUki2p8mDi,NTjgsc2UWTRBmJ,K0aIMVymi2HTNp7,SKc3PUQ9YauRbrJ,92yR6HPtglfYMk,,,uaElmyzmVa7UJ8,,LkEeQEOvKfYs7x,,US,Asia/Singapore,en,KudJUkK7@gmail.com,https://www.example_company.com/,WUw662t,ci521Nh74uNOvb,d7hn9Fw,aOyUWAc,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:10.873 -0800
m7kFkt0eI3k651,2jZbJgQqYaeMuaA,hHpKyxrkaDS,gWGWEFlqa4kUjk,OkIYT1HbF7u,6twiwEHakNyL3A,2024-10-13 04:32:28.000 -0700,e8lo7PgAhvmh9F,AKoGGsTz0CwVsX,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,751Eh9nFazJSZ9,,HltH39qioxciuy,,US,Asia/Singapore,en,6gFXvBAl@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,2a4ArA6,488n1aSPQje8wA,jNmUsly,xezBO52,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
vW2CUqu7zWEL90,2k2i5AoV0uNbaOK,QHb0HhVXEZz,gYUxqcxpXFqqxP,OkIYT1HbF7u,Ul7qRuVBup6qia,2025-06-13 20:16:01.000 -0700,nsE0TrmEdhFK4W,XyOo6e1DKh75UY,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,1SXfOyuXbI43UL,,N5MXfNTk3fwAGl,F,US,Europe/Oslo,en,pOznNrRX@appboy-co.com,https://www.example_company.com/c/redcard/-/N-4tfyn,95M1AE9,OJXkohUdLZfWoX,so6dZ82,ojdRx5p,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.692 -0800
4J1o4aWrci6mld,2kGt0mceMmYGzQ0,1kIqoHidi6U,pWnuYtWr0ZNbva,JyWFOSKn8bq,L7hWQsUHQQUnhz,2023-10-21 17:10:37.000 -0700,OB1AgShCkhab7S,hHvDJTyrUEFzpn,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,L7icNx7VGMbWty,,p7Fp7EKPHmxlWN,,US,America/New_York,en,KZZcv2au@appboy.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,g25kQ9k,nrQDXdRBnj8bUN,dBZiQTE,3hAg2Qz,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
qCwUrvcerSCYIq,1ExZHvbt5FmyTA5,HG97KTjbWyZ,4SZCJknVtq8Azi,OkIYT1HbF7u,H59A6n3b9pFcXG,2024-08-13 13:30:54.000 -0700,DnuVH5wN4iYXYP,udfJk1Pph4kV8E,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,103yPVgZn5aimO,,3zlaYg6BVqLZoC,F,US,Asia/Singapore,en,oP5hOnKW@braze-inc.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,NfohnYE,Csg9o5JiOhJMcO,zzi4rIP,IcZtf80,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.394 -0800
tJLgk1M4g6c6ve,1FxPa7404Us6vxZ,kdeJ7H20u7Z,C7Vwg98sKynnFX,OkIYT1HbF7u,X6Q4luRraXXMwV,2025-04-09 10:00:19.000 -0700,JYWvNY8NKQIPGn,CskoVglZto3cEx,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,Po6fojp9qLnYYC,,75Q1c92jqdYZG3,F,US,America/New_York,en,4YavxPIt@gmail.com,https://www.example_company.com/c/redcard/-/N-4tfyn,Wp6P3O3,fsRky4X8hJ9OQH,lPWI1VS,7VhYNuk,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.394 -0800
SmwBHGVq1IbITk,1H7aBrUB5K89oWi,RlXvOYky9DH,7Ez4PxT3e70diU,JyWFOSKn8bq,UuywIowCAUCi9D,2024-01-13 11:35:14.000 -0800,pNlFjpQ1uwUP52,htCbJqBYiWRJLd,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,fiQgoaMgu28UfI,,BBLNIZyqhjlLmb,F,US,Indian/Chagos,en,wghLJ1Zx@appboy.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,YWkfd3h,s8IGFzZkYwGlQo,GGUilpj,Mq1DmRE,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
6m0Te9FmbCo1xf,1HGJGvheIUe32z5,2cBBHFNVIJC,SaGQIyHOILXcAl,JyWFOSKn8bq,MlBgjyCtmR6Xk8,2023-11-12 20:45:43.000 -0800,Rx5kwfXcg1Zatg,pS0QO2pmSJBsLm,K0aIMVymi2HTNp7,SKc3PUQ9YauRbrJ,92yR6HPtglfYMk,,,ldd1rinGxuZ7tA,,Q3GmMreDmpzWfS,,US,America/New_York,en,RNdUwjnS@example.com,https://www.example_company.com/,WS9IZZ4,pAUb0d6sSo4cVn,jrOq5v4,hRXagqR,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.545 -0800
kx793APvf42qoI,1IIgiLaILD7b2EA,lxRNT3nEZQ7,STF3jTRJKqh0YQ,JyWFOSKn8bq,8GxcZzQs6N9k9f,2024-02-29 23:14:19.000 -0800,KDzxdKBBELtFBX,xxyaagQvYZb2nf,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,89wjcIil0Ji9TX,,iiFZcKoo35pcQj,M,US,Indian/Chagos,en,qeLgpDFD@braze-inc.com,https://www.example_company.com/c/redcard/-/N-4tfyn,7G152kC,mzVMHdne0JDbiK,IXwCCF6,JYOqaKA,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
i2vBuMyy1vT9AV,1JKc4V7qbv5ZOQ9,0K5IccxNYha,htkuCXv6J9PzBy,OkIYT1HbF7u,wsPUeDV5pBWGTg,2023-11-13 01:17:53.000 -0800,VQMH0L60FQyZR1,l019KlQiJnNToK,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,SVtBi98uyImHmr,,lJZnd3B5zARnAO,,US,Europe/Oslo,en,2B9pKibi@gmail.com,https://www.example_company.com/,LyvVQIE,HV3oGq9z6wQF9t,40M8whO,kkvKJU1,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
YYGlfAdLyxWnYo,1KEgVuJifA3sMDg,Fodn9HWW0sq,o8DU2uO7sQHaIj,JyWFOSKn8bq,7e2pSqhTxS2Jks,2024-04-18 13:45:51.000 -0700,YRTXmeI5Ic2pUO,6dyjqMlpgCWtm9,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,JS6S6fMdYm9Zj6,,G79yHJj4PhR0Vs,M,US,Indian/Chagos,en,4HtWifrv@gmail.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,EhWhxmY,WXP8DjwlDIE50A,90GczHS,ye0ybug,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:53.588 -0800
8VorQc0kuQu5ND,1KARJOUSfTDGJjw,RbhhgP5CrFM,uuxw3tdHE7lCeY,OkIYT1HbF7u,xTe86DxT81z62O,2023-09-27 18:47:57.000 -0700,SFExlyDW0JI2BP,hR2ZadurwX1ruF,K0aIMVymi2HTNp7,SKc3PUQ9YauRbrJ,92yR6HPtglfYMk,,,XMQWTyo6VWRZeM,,jmipuUx3cfgBYO,M,US,Asia/Singapore,en,REEyKD9I@appboy.com,https://www.example_company.com/,IFqSMRA,H6YQmMnaAgLIvL,sQWJMdW,rYf2qbO,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.325 -0800
QeqHmrS8z84PSY,1LZXlV5ax1CZKRs,WPdehaxEakP,Kq6Z7fOBgdklUW,OkIYT1HbF7u,hKCitW4TfLMffW,2024-10-13 07:07:00.000 -0700,S17a5acVcFOjTG,Gs1WxkbjT4aOKZ,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,kA1RZ1cBHsHHBg,,MZD7Womz0JKv9D,M,US,Indian/Chagos,en,j5aZLHq3@appboy.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,Oe0cDEB,ex8zcmKUWuyDtI,XnlxZ1J,8scf4A2,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
edPIi3lFuW7M7y,1M9lMFWf5yt6WNa,Q8GcjH8ZIVl,76jL1Fum8Vkqcm,JyWFOSKn8bq,TAwdzHEPb7RhWk,2024-08-08 00:20:03.000 -0700,wTX2oOoXlqhnkh,ODmwFtLZo7Utsl,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,OSV0BicFuIUzUA,,Q0D8cqlgW1FFjY,F,US,Indian/Chagos,en,uDYz2nAk@appboy-co.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,fojs9LD,vNcjdtMFyoBQLq,u3bD6eM,PLEfykL,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:04.178 -0800
cCXZhPsG43olj8,1M4baWatPeyhiwZ,7KUmBTlUchs,zSvND9lkgRAmc4,JyWFOSKn8bq,Yzwq4crKvN7pKp,2023-09-28 17:24:52.000 -0700,mwqxu5aCKI4iX1,v5qaNQyx8Lj2DR,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,jSkhTw2mxtl8Zs,,W0LOYnzsYRexJ7,M,US,Europe/Oslo,en,mlZhwwaK@appboy-co.com,https://www.example_company.com/,JzkrRUQ,cschMUSNqBlirs,Y7MjFwT,uxsJ5KU,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.325 -0800
wxq0PQ6zqaWCHm,1MDfzQUunSNvpHq,lnYey9MjuJf,NrDiFxVWoIIvVW,JyWFOSKn8bq,DCvQPaPw1Y3FIA,2024-11-29 04:15:50.000 -0800,0u3HIHS2Ly2ivQ,pPJUii8FjsB7A4,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,gDcFQIvGppjwfX,,UXaBDHmXS2NlxI,M,US,Asia/Singapore,en,vpMHIAgO@braze.com,https://www.example_company.com/,0qP3ldG,U3aAHEqtnkXJoc,mtd5dhN,X8jaSon,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:53.588 -0800
5SnhLNF2Z1IoQh,1MYRBc1kf0EGDjN,6b9Ysn9Y1fr,MiGvpUVplJntqj,JyWFOSKn8bq,t8CleN4FazlUfR,2025-01-25 00:11:38.000 -0800,2zoWTkv7IKf2Cq,YlEUQ9A5RK3U6i,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,OkYvSxnoLV7Cyb,,TdloyRNvNwOwOa,,US,Asia/Singapore,en,HF9Uae0u@gmail.com,https://www.example_company.com/,sUp1ZGH,sVc2BB4Nbkssh5,fLn2i3R,8t1twyO,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.813 -0800
Tus6cf8Eb7CDyd,1N4s3GMUXI5B5KE,RISGnhhXmJL,OfMLlUdfUil2Eo,OkIYT1HbF7u,ySH84GHailhlKJ,2024-01-12 11:16:06.000 -0800,rZs9xjXZNxF8Fh,a6dHSpeAfBpKrE,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,wJaesvgfiPSi4D,,X1DzuYdLWyphX5,,US,Asia/Singapore,en,nyNCwwgw@appboy-co.com,https://www.example_company.com/c/redcard/-/N-4tfyn,WmzDcqj,F60PslWzp3Ja2L,z05dMLo,H1iw9VW,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
Tl1gDVEk8Xl2KZ,1NY9VKxYt8G6hi1,zoNA1yvEJ3S,mJudulPckYtLT8,JyWFOSKn8bq,yz5WldF85XPQM8,2025-06-29 16:58:02.000 -0700,dY4wXOlFRZ50hq,KBvV252yQktDJx,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,EVkHZ8IUuazCM1,,NnpEUX0sLa2acq,F,US,Asia/Singapore,en,hli8M6fd@braze.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,LvfOw5I,mhJJVhNUKFRZ1l,d577Pns,90l8oyh,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
3IlaTOiHCUOONs,1MysX0KG7K5jAEc,3wND9XiXOZ0,SHK3vVzBVNsHSc,OkIYT1HbF7u,pCf58rwgVsUU8V,2025-06-13 06:18:29.000 -0700,RZKXCVMTyouWM3,tWvyJm3Nq0XVb9,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,AqnTud1uRCrpyN,,DPcXt3wKuPmmvc,F,US,America/Denver,en,8VBD4n0r@example.com,https://www.example_company.com/c/redcard/-/N-4tfyn,g4SIKLe,Vq59GSQxsm9txW,g8IknvY,5fJhTjT,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.692 -0800
98LJNSUeeH3Eqb,1OUA9VhUjJNis3z,ARyYvYtE3wi,TnrXlGfA8nfMts,OkIYT1HbF7u,128jbT23dLIOV0,2024-01-01 16:18:40.000 -0800,hntuBJl7u0XSNw,OIn7H9TCCfvwi4,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,6fZvsFwAFMguB9,,baM5H5KzZFgfF3,F,US,America/New_York,en,nqNJLkYg@braze.com,https://www.example_company.com/,aFmdXpf,fA4qEDm8uSENvD,npHJcrf,rFPAyiP,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
x8H16ThnseOXl0,1OEy7FFzL9n5FTl,k1YpzHCJjQS,wYeCMyk4mMGd0U,OkIYT1HbF7u,TyoaFgtKGrXFPg,2025-05-04 13:23:23.000 -0700,HEEL8NgllUjXiq,IQGscBdXYJSsDv,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,GxuLvfbE1Mc6fK,,JGxtv4RxUmxOk6,,US,America/New_York,en,FS2wDsCO@appboy-co.com,https://www.example_company.com/,oQcR3Ue,kIWpQ4i39xRTWU,eyCmHFM,9KjIOjS,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
JxHFk97jUdTNk5,1PcE1nkCAZSEeIr,U5qvxVxCWB9,daNn6YzkB7fmAd,OkIYT1HbF7u,3hF5Irwstlsh7a,2025-06-07 15:31:48.000 -0700,d5yc8u4PYQ8l4r,jue8sbvE9osL6k,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,r1S9d34NIY4iWp,,dT5o5l057K72Sc,M,US,Indian/Chagos,en,rYUoWneY@example.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,jxir7Z9,m27ZjTRJN3pY2D,QJy4Tme,d54WDPS,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.813 -0800
7DQG9UOYjc2zUT,1P4p294m0s6VcIQ,Cdb2CbOLOYn,DvSLZXLkPlkdhb,OkIYT1HbF7u,9RH20XaZgjTArl,2025-02-02 15:41:01.000 -0800,YqDky0oZs8ea2m,SWo4uoN2oXxfk4,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,NYbpoDx2ewydah,,EomEk6HaASS54r,,US,Europe/Oslo,en,KArIAxo6@braze.com,https://www.example_company.com/c/redcard/-/N-4tfyn,fLuKiVP,j4iGwL57UiROSA,DxU1sQz,7pkSpFC,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
iafl3SbWopeVvV,1OiADzypPOd5Rnu,vg2hVMG9XvU,Z9WsQ3YdaZKRG1,OkIYT1HbF7u,04I9UH63EEhGzf,2025-06-02 02:42:08.000 -0700,mWe6aSmYQYDGkR,I8Cwlg6qrmmSbC,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,QR9cgA9Wcm9iRS,,mLd4Xu9WNQGO5e,M,US,Asia/Singapore,en,O2J9AXvK@braze-inc.com,https://www.example_company.com/,oGQbhO1,3VjFZ4NIMtCPOv,DnYQvPh,e4zc3GZ,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
yuorjy8ZkdUKJ1,1QAXHc8ZBzGWtpy,9DNkq2Ek3js,DEtTbIWVyoXnp9,OkIYT1HbF7u,oMU8DyBYqWwtcs,2025-06-24 19:05:31.000 -0700,gCEIKBe9OO8cVa,4rAyFfgkFydvcb,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,Rv4XI5xRP7tpqO,,zCuODskz8VHAVO,F,US,Indian/Chagos,en,gtBOppIr@braze.com,https://www.example_company.com/,inuxn2s,mJ657aOYLg1imL,HvDQhOI,eoH4HZY,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.957 -0800
2XO1tQH9Gwmo6M,1R8HiqfDGSEHysW,3K1p68kLJ8P,3cJKqCeDXRtUlU,JyWFOSKn8bq,EJDR5RNe3ubzkQ,2024-11-22 14:49:43.000 -0800,RDTN7j7SEayEXX,FKzII7t18FtJHh,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,0voIMbPZx22h79,,6m6Khml5qkbFvE,M,US,America/Denver,en,tOaIuUty@gmail.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,RcYlBlI,nJmhlpUurp1olr,tCkwYOS,er0CfHa,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
2Rt5fq8bdWaAUd,1Qve4eBMTsfVijo,OD1u1WWKrYi,ntw0nMcWtwoW0C,JyWFOSKn8bq,jgf93sVoXYsjZ1,2025-05-31 11:40:34.000 -0700,TuyUrZSNiMHbN1,hDEUsCYIVKXS4V,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,jE52AjVEwzhjKG,,ePAEE46VPatOKl,F,US,America/New_York,en,bjyb7htS@example.com,https://www.example_company.com/,WiwtPWw,0pZG5uhVhUzJ1q,C9Ml9By,cHaJGsj,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
GdlnbaPvQoyuvC,1SQjxVyVFJDtCvs,LfLR22uBf6T,Jt63OtPYOYzx6D,OkIYT1HbF7u,rRnWkqbZayLkhc,2024-04-04 09:53:39.000 -0700,5S2bSueIEWOlUJ,jwoEvCd49In7Le,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,Inat6HBzYoyHIF,,yTojhejemZ6iZz,F,US,Indian/Chagos,en,R5KFJHk0@braze.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,qVNeVS7,X3rD4117yeYhLT,Wlfi0K4,bqfx4hr,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.325 -0800
Q3Vlw96I4kSrly,1UNsFDqjWOTVmff,me9zWA1BMJY,V7xa27QfhBWaxW,OkIYT1HbF7u,OZLroFjoV9qQnr,2025-05-17 17:42:46.000 -0700,8KqiTKXigf6dIs,AHihjdQcqYz1BY,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,wXvJbbl6Iym269,,BiG5VkFTCMEHqc,F,US,Asia/Singapore,en,6llDL9Vm@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,bk96aKC,vbbV7hFpHJ6fxP,s50MYBx,0RcNnFh,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
PFV1ENJhn4PFKZ,1VEoYosyg49xtTy,oqCfPCvjiVD,tVfPT9Me6FU2Fn,OkIYT1HbF7u,Zge70UbSgty9T9,2023-10-19 12:40:32.000 -0700,nCEylb4MwSilw4,q0DTr7tXjOu4yN,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,vfhrNzQWwKL2ws,,km5CfyYpEmEoaJ,F,US,America/Denver,en,FsXXuCVl@gmail.com,https://www.example_company.com/,B95teVC,Z3qrBKu8KgXi7z,dszfWNk,fK6KSKc,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
uqwUqEDy6rnX9H,0GtDroUIgqag6uv,N2AUUMF31Rd,EmLe5lF2XXRlDE,OkIYT1HbF7u,MuU0EK9ZDPzA1G,2024-11-24 12:46:45.000 -0800,G9Ih51OjwdNIq1,MeuPJp4Uyg7iQr,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,mmrrPaQQK8NoGy,,VI4qZKUDb1FLVH,M,US,America/Denver,en,uLzVlPYT@gmail.com,https://www.example_company.com/,k1ouzEK,Yuhqpfj7PVnG6h,ireXELa,oULRqr1,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.325 -0800
0wQa9cBpOc21Dq,0Ij0B7AMdXZJxx7,Wu53fcUKgtc,ys6MjJRIexrFda,OkIYT1HbF7u,uL6KJfMUzU1osF,2025-02-11 19:47:34.000 -0800,Nn3KbGLh0lms95,bm7eHqVD8Kb4T2,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,8wUg0ext09m9eN,,wdllVReZeOHSPD,F,US,Europe/Oslo,en,Wf9hXGjk@gmail.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,CMWcbeV,MeKXOtBAhL6upr,gGEu8Ht,aCWgXVF,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:08.044 -0800
hffgyakmJZlsxq,0KsCmWOL1VurCVm,NO2ntevZULW,xdIEBfDRY5BQPx,OkIYT1HbF7u,GgOdx3iXQbxh2E,2025-03-07 10:57:38.000 -0800,plauKmzrkFBGcB,l0qHHI8KTnwoFc,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,Y7eL5KIgnEA9U9,,5HBwW4vK2ZAyDP,F,US,Indian/Chagos,en,qXFFyOBi@example.com,https://www.example_company.com/c/redcard/-/N-4tfyn,T7sxyaU,O9Jgim68aTf5rv,pM9piJa,WJozzof,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.198 -0800
UnkAt6666NdEZe,0LS7BoWlenjINjm,1ZpdL9Pbimk,Q3zScxI1qc5A4j,OkIYT1HbF7u,HSSzxKTGvrJ4rW,2025-04-30 22:45:16.000 -0700,dLMgO0h9Iffmsx,JjiqAsiLAxolQM,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,JbASE6Op1GX2R0,,427FsopJEPxsT8,M,US,Indian/Chagos,en,JOwiZvXl@appboy.com,https://www.example_company.com/,NgmsYUh,K86oZVb7w9Xuwo,ysp2RzX,2kijk7w,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:10.942 -0800
9h9eD8bhbzR3sQ,0LTJ17eSg7gt1XL,xNqJOToU1q0,PZqCsanJmvL5Dn,JyWFOSKn8bq,5oD2bSUmFrERZm,2025-04-29 20:10:42.000 -0700,dGfANrUfc1S0rw,OxMdXMDEo4Vluk,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,qckLj9C3ibg8qI,,FexRDSJa4E9LCx,,US,Indian/Chagos,en,rP44rjXF@appboy.com,https://www.example_company.com/,UZrslHL,DEXlQ2udKKBcXm,CT0fznJ,2jPgNgX,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:10.942 -0800
